Date,open,high,low,close,tick_volume
2019-06-27 23:45:00,136492.0,136575.0,136489.0,136522.0,605
2019-06-28 00:00:00,136534.0,136574.0,136486.0,136539.0,477
2019-06-28 00:15:00,136539.0,136599.0,136509.0,136514.0,3544
2019-06-28 00:30:00,136512.0,136563.0,136507.0,136563.0,253
2019-06-28 00:45:00,136563.0,136574.0,136503.0,136551.0,508
2019-06-28 01:00:00,136552.0,136571.0,136525.0,136549.0,298
2019-06-28 01:15:00,136549.0,136581.0,136541.0,136580.0,155
2019-06-28 01:30:00,136580.0,136580.0,136515.0,136549.0,163
2019-06-28 01:45:00,136549.0,136569.0,136529.0,136546.0,290
2019-06-28 02:00:00,136546.0,136557.0,136505.0,136509.0,311
2019-06-28 02:15:00,136508.0,136516.0,136472.0,136473.0,354
2019-06-28 02:30:00,136473.0,136516.0,136469.0,136503.0,686
2019-06-28 02:45:00,136503.0,136550.0,136466.0,136541.0,853
2019-06-28 03:00:00,136543.0,136573.0,136454.0,136501.0,1890
2019-06-28 03:15:00,136501.0,136524.0,136442.0,136521.0,1487
2019-06-28 03:30:00,136520.0,136535.0,136459.0,136470.0,1019
2019-06-28 03:45:00,136471.0,136548.0,136432.0,136472.0,1338
2019-06-28 04:00:00,136473.0,136547.0,136468.0,136531.0,1371
2019-06-28 04:15:00,136532.0,136556.0,136458.0,136468.0,1121
2019-06-28 04:30:00,136468.0,136495.0,136410.0,136419.0,1644
2019-06-28 04:45:00,136417.0,136417.0,136360.0,136399.0,1285
2019-06-28 05:00:00,136398.0,136412.0,136338.0,136361.0,1212
2019-06-28 05:15:00,136361.0,136375.0,136295.0,136328.0,1107
2019-06-28 05:30:00,136329.0,136340.0,136252.0,136298.0,1107
2019-06-28 05:45:00,136298.0,136367.0,136275.0,136364.0,1022
2019-06-28 06:00:00,136365.0,136387.0,136331.0,136385.0,842
2019-06-28 06:15:00,136386.0,136396.0,136329.0,136357.0,781
2019-06-28 06:30:00,136357.0,136405.0,136350.0,136391.0,944
2019-06-28 06:45:00,136386.0,136404.0,136342.0,136362.0,900
2019-06-28 07:00:00,136361.0,136431.0,136352.0,136362.0,1217
2019-06-28 07:15:00,136362.0,136424.0,136361.0,136392.0,944
