pair,hour,hold,side,dow,n_tr,mean_tr,t_tr,n_te,mean_te,t_te,n,mean
USDJPY,15,1,-1,,1585,-0.664479495268147,-2.1340601600411895,824,-0.8696601941747282,-3.6904075738997997,2409,-0.7346616853466124
USDJPY,16,1,1,,1587,0.4705103969754209,1.4082550868910975,824,-0.28774271844658644,-0.8101532601932329,2411,0.21136457901286013
USDJPY,16,1,-1,,1587,-0.8705103969754217,-2.6054699377796458,824,-0.11225728155341413,-0.316065696195229,2411,-0.6113645790128608
USDJPY,17,1,1,,1587,-0.4528670447384953,-1.4442971479192652,824,-0.2256067961165202,-0.710973470172619,2411,-0.37519701368726865
USDJPY,17,1,-1,,1587,0.05286704473849489,0.1686051630867055,824,-0.1743932038834802,-0.5495798152974161,2411,-0.024802986312731767
USDJPY,18,1,1,,1587,-0.04877126654062537,-0.17411289414839598,824,-0.05194174757281046,-0.17617742983484944,2411,-0.049854832019895594
USDJPY,18,1,-1,,1587,-0.35122873345937494,-1.2538827803405082,824,-0.3480582524271898,-1.1805534316972088,2411,-0.3501451679801047
USDJPY,19,1,1,,1587,0.30592312539382377,1.2261534559012002,824,0.061529126213578714,0.2503918137228766,2411,0.22239734549978732
USDJPY,19,1,-1,,1587,-0.705923125393824,-2.8293711980352576,824,-0.46152912621357867,-1.8781855376494696,2411,-0.6223973454997874
USDJPY,20,1,1,,1587,0.20283553875236995,0.6576803810914492,824,0.02803398058251633,0.09746103335612583,2411,0.1430941518042325
USDJPY,20,1,-1,,1587,-0.6028355387523706,-1.9546530617899214,824,-0.4280339805825164,-1.4880738729313716,2411,-0.5430941518042329
USDJPY,21,1,1,,1587,0.10611216131063389,0.25704186178545174,824,-0.01808252427181621,-0.044446369371171204,2411,0.06366652841144729
USDJPY,21,1,-1,,1587,-0.5061121613106343,-1.2259858870908449,824,-0.3819174757281845,-0.9387431168544063,2411,-0.46366652841144773
USDJPY,22,1,1,,1586,-0.6708070617906452,-1.5864571562489538,823,0.015066828675571603,0.033616994911554454,2409,-0.4364881693648683
USDJPY,22,1,-1,,1586,0.2708070617906447,0.640458077459244,823,-0.4150668286755719,-0.92609398885412,2409,0.03648816936486793
USDJPY,23,1,1,,1587,-0.6042848141146998,-1.4706324915505808,823,-0.10340218712032452,-0.22609744969851303,2410,-0.43323651452284473
USDJPY,23,1,-1,,1587,0.2042848141146991,0.4971627255064906,823,-0.29659781287967646,-0.6485356929657289,2410,0.033236514522843874
USDJPY,0,2,1,,1586,0.00977301387137148,0.020112026278248513,825,0.1612121212121334,0.34142698150274203,2411,0.06159270012443187
USDJPY,0,2,-1,,1586,-0.4097730138713719,-0.8432777985959806,825,-0.5612121212121343,-1.188576634855348,2411,-0.4615927001244324
USDJPY,1,2,1,,1586,-0.10151324085750445,-0.21862042908455337,825,-0.09078787878787242,-0.23870105637210606,2411,-0.09784321858150012
USDJPY,1,2,-1,,1586,-0.298486759142496,-0.6428255349604096,825,-0.309212121212128,-0.8129858408615469,2411,-0.30215678141850033
