pair,hour,hold,side,dow,n_tr,mean_tr,t_tr,n_te,mean_te,t_te,n,mean
EURJPY,10,4,1,,1579,-1.3278024065864145,-1.5697949637437991,821,-0.7188794153471181,-1.1677472980156527,2400,-1.1194999999999717
EURJPY,10,4,-1,,1579,0.9278024065864146,1.0968947924662031,821,0.31887941534711717,0.5179875340909633,2400,0.7194999999999716
EURJPY,11,4,1,,1580,-0.7899367088607993,-1.0476927367147706,821,-0.4673568818513742,-0.8550997644657259,2401,-0.6796334860474973
EURJPY,11,4,-1,,1580,0.38993670886079906,0.5171728988782976,821,0.06735688185137344,0.12323955427401137,2401,0.27963348604749694
EURJPY,12,4,1,,1581,-0.18602150537634327,-0.24557687946865467,821,-0.5904993909865884,-1.1357607009543147,2402,-0.32427144046627304
EURJPY,12,4,-1,,1581,-0.21397849462365662,-0.2824843873656801,821,0.1904993909865878,0.3664046485751771,2402,-0.0757285595337271
EURJPY,13,4,1,,1583,0.571636133922921,0.6616858843559489,824,-0.42682038834951164,-0.6610355161823013,2407,0.2298296634815066
EURJPY,13,4,-1,,1583,-0.9716361339229205,-1.1246978215580636,824,0.026820388349510744,0.04153791557471391,2407,-0.6298296634815065
EURJPY,14,4,1,,1583,0.11276058117500891,0.11979090570346292,824,0.2742718446601163,0.3511406713718491,2407,0.16805151641045904
EURJPY,14,4,-1,,1583,-0.5127605811750077,-0.5447298496329636,824,-0.6742718446601165,-0.8632467124523553,2407,-0.5680515164104583
EURJPY,15,4,1,,1585,-1.0547003154574126,-1.0881005465858926,824,-0.09308252427189011,-0.10672580731986604,2409,-0.7257783312577984
EURJPY,15,4,-1,,1585,0.6547003154574135,0.6754333535874748,824,-0.3069174757281103,-0.3519029552956582,2409,0.32577833125779887
EURJPY,16,4,1,,1587,-1.2223692501575143,-1.2951500777294682,824,-0.2689320388349258,-0.2982371208443001,2411,-0.896515968477791
EURJPY,16,4,-1,,1587,0.8223692501575155,0.87133376279433,824,-0.1310679611650743,-0.14535022135015258,2411,0.4965159684777918
EURJPY,17,4,1,,1587,-2.479710144927517,-2.709758835443492,824,-0.7887135922329874,-0.893550726982838,2411,-1.9017834923268153
EURJPY,17,4,-1,,1587,2.0797101449275175,2.272649870754767,824,0.3887135922329873,0.44038205547406456,2411,1.5017834923268152
EURJPY,18,4,1,,1587,-1.0367359798361726,-1.1608177826320314,824,-0.8406553398058408,-0.9566311384916397,2411,-0.9697221070095473
EURJPY,18,4,-1,,1587,0.636735979836173,0.7129437606209635,824,0.44065533980584026,0.5014476200177851,2411,0.5697221070095475
EURJPY,19,4,1,,1587,-0.5938248267170587,-0.6074700640775219,824,0.5884708737864314,0.6289943285379312,2411,-0.18975528826211227
EURJPY,19,4,-1,,1587,0.19382482671705942,0.19827864145822902,824,-0.9884708737864321,-1.0565392464304744,2411,-0.21024471173788747
EURJPY,20,4,1,,1587,-1.2129804662886041,-1.1916012552863018,824,-0.2617718446601845,-0.25063256835140996,2411,-0.8878888428038186
EURJPY,20,4,-1,,1587,0.8129804662886058,0.7986513971794263,824,-0.1382281553398158,-0.13234608036730974,2411,0.4878888428038196
EURJPY,21,4,1,,1588,-0.14118387909320287,-0.134191053593862,824,-0.29065533980578295,-0.27133678062247096,2412,-0.19224709784410088
EURJPY,21,4,-1,,1588,-0.2588161209067961,-0.24599698049542695,824,-0.10934466019421765,-0.10207701016324752,2412,-0.2077529021558987
EURJPY,22,4,1,,1587,0.5417769376181413,0.5582830963152404,823,-0.42029161603886955,-0.4121885463993685,2410,0.2132365145228218
EURJPY,22,4,-1,,1587,-0.9417769376181405,-0.9704697787308231,823,0.020291616038868865,0.01990040105482844,2410,-0.6132365145228216
EURJPY,23,4,1,,1588,0.7608942065491233,0.8789693563067826,823,-0.9528554070473862,-1.0968778239015309,2411,0.1759021153048565
EURJPY,23,4,-1,,1588,-1.1608942065491228,-1.341041139080981,823,0.5528554070473857,0.6364185282774746,2411,-0.5759021153048564
EURJPY,0,6,1,,1587,3.3030875866414844,3.7470374361012886,825,-0.4993939393939847,-0.6080972229765531,2412,2.002487562189054
EURJPY,0,6,-1,,1587,-3.7030875866414834,-4.20079923778711,825,0.09939393939398383,0.12102905894197846,2412,-2.402487562189054
EURJPY,1,6,1,,1587,3.0151228733459545,3.4737281902667894,825,-1.236484848484808,-1.7970900787408786,2412,1.5609038142620495
EURJPY,1,6,-1,,1587,-3.415122873345954,-3.934568870555471,825,0.8364848484848069,1.2157355782168993,2412,-1.9609038142620496
EURJPY,2,6,1,,1583,2.157485786481351,2.6845002782784397,824,0.0923543689320376,0.11845413118262364,2407,1.450519318653917
EURJPY,2,6,-1,,1583,-2.5574857864813505,-3.182209286624973,824,-0.49235436893203816,-0.6314959398264255,2407,-1.8505193186539168
EURJPY,3,6,1,,1580,1.793354430379736,2.3725022869129733,824,0.8709951456310525,1.2427911068098578,2404,1.4772046589018177
EURJPY,3,6,-1,,1580,-2.193354430379736,-2.9016787278266873,824,-1.2709951456310526,-1.8135364722892178,2404,-1.8772046589018179
EURJPY,4,6,1,,1578,1.334727503168567,1.763248895798587,821,0.6800243605359412,0.9651599734782422,2399,1.1106711129637374
EURJPY,4,6,-1,,1578,-1.7347275031685667,-2.2916710318863607,821,-1.0800243605359414,-1.5328807961367599,2399,-1.5106711129637376
EURJPY,5,6,1,,1520,0.69960526315791,0.8368258262919613,821,-0.5647990255785615,-0.7094013030748902,2341,0.2561725758223085
EURJPY,5,6,-1,,1520,-1.0996052631579094,-1.3152818187552873,821,0.16479902557856171,0.2069915814234036,2341,-0.656172575822308
EURJPY,6,6,1,,1531,0.6897452645330034,0.7162296344189939,809,2.3772558714462253,2.868793667748935,2340,1.2731623931624036
EURJPY,6,6,-1,,1531,-1.0897452645330028,-1.1315885625612092,809,-2.7772558714462257,-3.3515004225760765,2340,-1.6731623931624033
EURJPY,7,6,1,,1579,-0.2292590246991659,-0.21368837417366943,821,2.914616321559079,3.4526494393493237,2400,0.846208333333342
EURJPY,7,6,-1,,1579,-0.17074097530083418,-0.15914471181554607,821,-3.314616321559079,-3.9264887455812243,2400,-1.246208333333342
EURJPY,8,6,1,,1579,-1.6726409119696122,-1.5987510674071075,821,-0.08855054811202667,-0.11230782716067302,2400,-1.1307499999999964
EURJPY,8,6,-1,,1579,1.2726409119696125,1.2164212903542426,821,-0.31144945188797346,-0.3950084099724531,2400,0.7307499999999967
EURJPY,9,6,1,,1580,-0.6834810126582568,-0.7187483611450408,821,-1.4735688185139995,-1.8600946718910358,2401,-0.9536443148688211
EURJPY,9,6,-1,,1580,0.28348101265825704,0.2981085201934284,821,1.0735688185139989,1.3551722960859274,2401,0.553644314868821
EURJPY,10,6,1,,1579,-0.5892336922102053,-0.603504531858903,821,-0.6991473812423826,-0.9668407109754192,2400,-0.6268333333332959
EURJPY,10,6,-1,,1579,0.1892336922102057,0.19381680365370318,821,0.2991473812423818,0.4136865481107321,2400,0.22683333333329594
EURJPY,11,6,1,,1580,-0.034240506329124946,-0.03525207678285558,821,-0.39269183922045564,-0.531718654547427,2401,-0.15680966264057122
EURJPY,11,6,-1,,1580,-0.36575949367087396,-0.37656516031062864,821,-0.007308160779544887,-0.009895508459330016,2401,-0.24319033735942824
EURJPY,12,6,1,,1581,-0.5907653383934174,-0.5528769530996106,821,-0.10621193666263673,-0.12774299792982108,2402,-0.4251457119067517
EURJPY,12,6,-1,,1581,0.19076533839341844,0.17853071633280598,821,-0.2937880633373632,-0.3533441639984051,2402,0.025145711906752452
EURJPY,13,6,1,,1583,-1.0668982943778067,-0.9717656861703959,824,-0.41856796116508027,-0.44260282357787484,2407,-0.844952222683878
EURJPY,13,6,-1,,1583,0.6668982943778081,0.6074326691279022,824,0.018567961165080565,0.019634164107720065,2407,0.44495222268387896
EURJPY,14,6,1,,1583,-0.48332280480100176,-0.44297818512177217,824,-0.22645631067963673,-0.2270228568442763,2407,-0.39538845035313935
EURJPY,14,6,-1,,1583,0.08332280480100282,0.07636756321730137,824,-0.17354368932036346,-0.1739778592107356,2407,-0.004611549646859995
EURJPY,15,6,1,,1585,-1.6940063091482087,-1.5030778494713446,824,-0.6953883495145576,-0.6628815727386194,2409,-1.3524283935242452
EURJPY,15,6,-1,,1585,1.2940063091482101,1.1481611431157166,824,0.2953883495145577,0.28158006074097436,2409,0.952428393524246
EURJPY,16,6,1,,1587,-1.4812224322621128,-1.2944578926743904,824,-0.41152912621360577,-0.37038020638325747,2411,-1.1156366652841079
EURJPY,16,6,-1,,1587,1.081222432262114,0.9448931373803461,824,0.011529126213606099,0.010376325451622124,2411,0.7156366652841089
EURJPY,17,6,1,,1587,-2.240138626339026,-1.8755133159717299,824,0.5976941747572803,0.5080936636335277,2411,-1.270261302364179
EURJPY,17,6,-1,,1587,1.840138626339028,1.540620949236944,824,-0.9976941747572801,-0.8481295449200476,2411,0.8702613023641804
EURJPY,18,6,1,,1587,-1.7764965343415462,-1.5124826547411474,824,-0.7598300970873623,-0.6214784778439671,2411,-1.4290335960182583
EURJPY,18,6,-1,,1587,1.3764965343415487,1.1719286203249228,824,0.35983009708736197,0.294311401821964,2411,1.0290335960182597
EURJPY,19,6,1,,1587,-0.7587271581600252,-0.6337316075734704,824,-0.8703883495145125,-0.728642069995716,2411,-0.7968892575694394
EURJPY,19,6,-1,,1587,0.3587271581600275,0.2996291040541198,824,0.47038834951451153,0.3937836953852829,2411,0.3968892575694405
EURJPY,20,6,1,,1587,0.3053560176433251,0.25881559586286296,824,-0.5658980582524487,-0.47152722527589674,2411,0.007590211530460077
EURJPY,20,6,-1,,1587,-0.7053560176433235,-0.5978501403402863,824,0.1658980582524481,0.1382324076672116,2411,-0.4075902115304592
EURJPY,21,6,1,,1588,1.0277078085642477,0.8834360601814396,824,0.36565533980584203,0.3118194019801921,2412,0.8015339966832666
EURJPY,21,6,-1,,1588,-1.4277078085642463,-1.2272832326246013,824,-0.7656553398058418,-0.6529268526694272,2412,-1.2015339966832657
EURJPY,22,6,1,,1587,1.255009451795872,1.1658634385248243,823,-0.22721749696229065,-0.20283614504937605,2410,0.7488381742738937
EURJPY,22,6,-1,,1587,-1.6550094517958707,-1.537450580552006,823,-0.17278250303770912,-0.15424224505900352,2410,-1.148838174273893
EURJPY,23,6,1,,1588,2.0392947103274635,2.0447285932260657,823,-0.6325637910084753,-0.632167523384313,2411,1.1272501036914295
EURJPY,23,6,-1,,1588,-2.439294710327462,-2.445794428952717,823,0.23256379100847485,0.23241810214319508,2411,-1.5272501036914288
EURJPY,0,8,1,,1587,3.8592312539382334,3.8957570971925155,824,-0.15594660194178944,-0.16654786003433888,2411,2.486976358357504
EURJPY,0,8,-1,,1587,-4.259231253938232,-4.29954291264133,824,-0.24405339805821089,-0.26064416072288604,2411,-2.886976358357503
EURJPY,1,8,1,,1587,3.0600504095778183,3.3258025457600184,824,1.5709951456310647,1.8678479594940198,2411,2.551140605557858
EURJPY,1,8,-1,,1587,-3.4600504095778164,-3.760540814822566,824,-1.970995145631065,-2.3434313410693237,2411,-2.951140605557857
EURJPY,2,8,1,,1583,1.9878711307643733,2.2444787311879133,824,0.8098300970874037,0.9372581471942818,2407,1.5845866223514846
EURJPY,2,8,-1,,1583,-2.3878711307643723,-2.696113386262332,824,-1.2098300970874045,-1.4001987815644696,2407,-1.984586622351484
EURJPY,3,8,1,,1580,1.8744936708861093,2.095016846583328,824,-0.18859223300967717,-0.21218697990197347,2404,1.167346089850282
EURJPY,3,8,-1,,1580,-2.274493670886108,-2.54207449828358,824,-0.21140776699032354,-0.23785696202661272,2404,-1.5673460898502818
EURJPY,4,8,1,,1578,0.8499366286438623,0.830487627866943,821,0.3775883069427547,0.42460682622129836,2399,0.6882867861609072
EURJPY,4,8,-1,,1578,-1.2499366286438618,-1.2213344745039905,821,-0.7775883069427554,-0.8744161221279885,2399,-1.088286786160907
EURJPY,5,8,1,,1520,0.21118421052631176,0.18490318951042758,821,-0.44799025578565893,-0.48843219101265134,2341,-0.01999145664247421
EURJPY,5,8,-1,,1520,-0.6111842105263113,-0.5351248070255117,821,0.047990255785658825,0.05232253487196779,2341,-0.3800085433575256
EURJPY,6,8,1,,1531,0.04095362508165834,0.036800240132223,809,1.8943139678615815,2.064484106859277,2340,0.6817094017094181
EURJPY,6,8,-1,,1531,-0.44095362508165753,-0.3962335265272233,809,-2.2943139678615823,-2.5004169335996718,2340,-1.0817094017094178
EURJPY,7,8,1,,1579,-0.17105763141231572,-0.15661735438279617,821,2.577710109622436,2.801400810651542,2400,0.769249999999989
EURJPY,7,8,-1,,1579,-0.22894236858768358,-0.20961560018276046,821,-2.977710109622437,-3.2361123478711984,2400,-1.1692499999999888
EURJPY,8,8,1,,1579,-1.0172260924635728,-0.8882738190974716,821,-0.06881851400729154,-0.07915099550873049,2400,-0.6927916666666533
EURJPY,8,8,-1,,1579,0.6172260924635737,0.5389812377614187,821,-0.3311814859927086,-0.3809054102447806,2400,0.2927916666666538
EURJPY,9,8,1,,1580,0.07594936708860724,0.06628429398844145,821,-1.3989037758830805,-1.4793590592013453,2401,-0.42836318200750084
EURJPY,9,8,-1,,1580,-0.47594936708860647,-0.4153815756609007,821,0.9989037758830808,1.0563538218990225,2401,0.028363182007501524
EURJPY,10,8,1,,1579,-0.9915769474350268,-0.827955346715563,821,-0.2148599269184309,-0.21598596245515053,2400,-0.7258749999999746
EURJPY,10,8,-1,,1579,0.5915769474350281,0.4939599472229534,821,-0.18514007308156913,-0.186110353135885,2400,0.32587499999997543
EURJPY,11,8,1,,1580,-1.652405063291183,-1.3543643329213564,821,-0.27649208282585036,-0.27020504802545253,2401,-1.1819241982507673
EURJPY,11,8,-1,,1580,1.252405063291184,1.0265114685095775,821,-0.12350791717414934,-0.1206995236553823,2401,0.7819241982507681
EURJPY,12,8,1,,1581,-1.17710309930425,-0.9709353937167431,821,-0.5817295980511333,-0.5587257110201505,2402,-0.9736053288925893
EURJPY,12,8,-1,,1581,0.7771030993042513,0.6409947472973665,821,0.18172959805113348,0.17454329163358254,2402,0.5736053288925902
EURJPY,13,8,1,,1583,-1.7044219835754777,-1.3812867313767196,824,-1.0208737864077475,-0.9163498829378419,2407,-1.4704196094723578
EURJPY,13,8,-1,,1583,1.3044219835754791,1.0571212970682278,824,0.6208737864077487,0.5573045650392238,2407,1.070419609472359
EURJPY,14,8,1,,1583,-0.7300063171193834,-0.5734452693950448,824,-0.36905339805831683,-0.3105257203543302,2407,-0.6064395513086983
EURJPY,14,8,-1,,1583,0.3300063171193852,0.2592314025025683,824,-0.030946601941683003,-0.02603882232495073,2407,0.20643955130869962
EURJPY,15,8,1,,1585,-1.4447318611987212,-1.0647490919691407,824,0.6910194174757107,0.5329799157751299,2409,-0.7141967621419625
EURJPY,15,8,-1,,1585,1.0447318611987235,0.7699541558110381,824,-1.0910194174757093,-0.8414979702877513,2409,0.31419676214196446
EURJPY,16,8,1,,1587,-2.2209829867674866,-1.6035751542098697,824,-0.3307038834951271,-0.23247137973978418,2411,-1.5749481542928185
EURJPY,16,8,-1,,1587,1.8209829867674887,1.314770572857579,824,-0.06929611650487247,-0.04871235149778308,2411,1.1749481542928204
EURJPY,17,8,1,,1587,-2.4050409577819933,-1.733622169875117,824,-0.8611650485436634,-0.6176383126628341,2411,-1.8773952716715065
EURJPY,17,8,-1,,1587,2.0050409577819956,1.4452907526049663,824,0.4611650485436633,0.3307533241429972,2411,1.477395271671508
EURJPY,18,8,1,,1587,-0.258160050409617,-0.19653462403708075,824,-1.0639563106796261,-0.7961368068676924,2411,-0.5335545416839793
EURJPY,18,8,-1,,1587,-0.14183994959038115,-0.1079813128404378,824,0.6639563106796261,0.49682496525301484,2411,0.13355454168398054
EURJPY,19,8,1,,1587,0.4065532451166167,0.3141460319893417,824,-0.21407766990288762,-0.1657176108500614,2411,0.1944421401908301
EURJPY,19,8,-1,,1587,-0.8065532451166145,-0.6232283337667923,824,-0.18592233009711262,-0.14392255091970418,2411,-0.5944421401908287
EURJPY,20,8,1,,1587,1.0164461247637149,0.7993435446008803,824,-0.4077669902912546,-0.3168259351406436,2411,0.5296972210701043
EURJPY,20,8,-1,,1587,-1.4164461247637126,-1.113907602695624,824,0.007766990291254451,0.006034779716958781,2411,-0.9296972210701029
EURJPY,21,8,1,,1588,2.313098236775837,1.8321842114275297,824,0.708859223301017,0.5610377044291496,2412,1.7650497512438088
EURJPY,21,8,-1,,1588,-2.7130982367758345,-2.1490205968949017,824,-1.1088592233010175,-0.8776239522973841,2412,-2.165049751243808
EURJPY,22,8,1,,1587,2.481033396345344,2.1172563891624483,823,-0.3337788578371796,-0.2926342974471707,2410,1.519792531120358
EURJPY,22,8,-1,,1587,-2.8810333963453427,-2.4586071170133894,823,-0.06622114216282034,-0.05805813327583256,2410,-1.9197925311203567
EURJPY,23,8,1,,1588,2.787216624685141,2.4791216965403517,823,-2.65783718104492,-2.714141131051545,2411,0.9285358772293798
EURJPY,23,8,-1,,1588,-3.18721662468514,-2.8349062702378345,823,2.257837181044919,2.3056674818140097,2411,-1.3285358772293794
EURJPY,0,12,1,,1587,3.1884688090737368,2.5268690733228816,824,0.23240291262133853,0.20287353362693333,2411,2.1781833264205734
EURJPY,0,12,-1,,1587,-3.5884688090737353,-2.8438700194989166,824,-0.6324029126213379,-0.5520490776658006,2411,-2.5781833264205725
EURJPY,1,12,1,,1587,2.6234404536862184,2.071175783934954,824,0.6476941747572932,0.5795076887322396,2411,1.9481957693903105
EURJPY,1,12,-1,,1587,-3.0234404536862174,-2.3869711405285785,824,-1.047694174757293,-0.9373973911983116,2411,-2.3481957693903097
EURJPY,2,12,1,,1583,0.9538218572331001,0.7652373884331686,824,0.07342233009713892,0.06783303542017069,2407,0.6524304113003905
EURJPY,2,12,-1,,1583,-1.3538218572330984,-1.086151564442097,824,-0.47342233009713874,-0.43738292756021296,2407,-1.0524304113003893
EURJPY,3,12,1,,1580,1.6461392405063184,1.3881478015920101,824,-0.36577669902911614,-0.35149266518308275,2404,0.9565307820299467
EURJPY,3,12,-1,,1580,-2.046139240506317,-1.7254577368475568,824,-0.034223300970883774,-0.03288683861368978,2404,-1.3565307820299453
EURJPY,4,12,1,,1578,1.1340937896071184,0.9251217951102829,821,-0.0528623629719632,-0.05092029153181818,2399,0.7278866194247815
EURJPY,4,12,-1,,1578,-1.534093789607116,-1.2514164291478314,821,-0.34713763702803635,-0.33438440291647886,2399,-1.1278866194247799
EURJPY,5,12,1,,1520,0.8865789473684086,0.6866229040718722,821,-0.8395858708892001,-0.7933969607263484,2341,0.28120461341304903
EURJPY,5,12,-1,,1520,-1.2865789473684068,-0.9964082451788048,821,0.43958587088920054,0.41540252883527057,2341,-0.6812046134130477
EURJPY,6,12,1,,1531,0.09412148922277006,0.06812865505472576,809,2.240914709517894,1.9098290759395427,2340,0.8363247863248021
EURJPY,6,12,-1,,1531,-0.49412148922276894,-0.35766361935379787,809,-2.640914709517892,-2.250730774309029,2340,-1.2363247863248008
EURJPY,7,12,1,,1579,-1.1246358454718477,-0.7769225524638069,821,2.7685749086479605,2.244273370656727,2400,0.20716666666663666
EURJPY,7,12,-1,,1579,0.7246358454718493,0.500593977097141,821,-3.1685749086479595,-2.568522985669342,2400,-0.6071666666666352
EURJPY,8,12,1,,1579,-2.025965801139964,-1.3602533378138233,821,-0.06004872107183597,-0.0475792122285227,2400,-1.353458333333325
EURJPY,8,12,-1,,1579,1.6259658011399658,1.0916894090350782,821,-0.33995127892816296,-0.2693581771397126,2400,0.9534583333333267
EURJPY,9,12,1,,1580,-2.1834177215189645,-1.447023375094236,821,-1.873081607795367,-1.4139789905572955,2401,-2.0773011245314286
EURJPY,9,12,-1,,1580,1.7834177215189673,1.1819301021336122,821,1.473081607795368,1.112021193380149,2401,1.6773011245314307
EURJPY,10,12,1,,1579,-1.8179227359087615,-1.1944503556141177,821,-0.8109622411693292,-0.6056480230288108,2400,-1.473458333333314
EURJPY,10,12,-1,,1579,1.4179227359087636,0.9316338272720553,821,0.4109622411693298,0.30691745714918417,2400,1.0734583333333156
EURJPY,11,12,1,,1580,-2.0534810126582554,-1.2943049144125431,821,0.571498172959805,0.4081225838745094,2401,-1.1558933777592852
EURJPY,11,12,-1,,1580,1.6534810126582589,1.0421857262760938,821,-0.9714981729598042,-0.6937735995275116,2401,0.7558933777592878
EURJPY,12,12,1,,1581,-2.20044275774829,-1.3677760473973497,821,-0.5488428745432234,-0.36229770519219207,2402,-1.6359283930058426
EURJPY,12,12,-1,,1581,1.800442757748294,1.1191395322994555,821,0.14884287454322415,0.09825295067572681,2402,1.2359283930058451
EURJPY,13,12,1,,1583,-1.6175615919141086,-0.9845257090302869,824,-1.093325242718423,-0.708486108923545,2407,-1.438097216452021
EURJPY,13,12,-1,,1583,1.2175615919141114,0.74106648894204,824,0.6933252427184244,0.4492819558530547,2407,1.0380972164520232
EURJPY,14,12,1,,1583,0.07852179406188432,0.04821729295135665,824,-0.5923543689321018,-0.3726851995427674,2407,-0.1511425010386743
EURJPY,14,12,-1,,1583,-0.47852179406188133,-0.2938423122338017,824,0.19235436893210273,0.12102152044159385,2407,-0.24885749896132345
EURJPY,15,12,1,,1585,-0.39709779179806454,-0.24459410050197664,824,-0.111529126213608,-0.07056701088872021,2409,-0.2994188459941658
EURJPY,15,12,-1,,1585,-0.002902208201932854,-0.001787627680846462,824,-0.2884708737863911,-0.18252207277742605,2409,-0.10058115400583222
EURJPY,16,12,1,,1587,0.008443604284832654,0.005276722128542129,824,-0.4766990291261965,-0.3000130115087502,2411,-0.15736209041889526
EURJPY,16,12,-1,,1587,-0.4084436042848298,-0.25525158833683803,824,0.07669902912619717,0.04827093260526893,2411,-0.24263790958110262
EURJPY,17,12,1,,1587,0.05192186515438655,0.033521432668287894,824,0.13834951456313715,0.08981427406761051,2411,0.08145997511407568
EURJPY,17,12,-1,,1587,-0.4519218651543848,-0.29176664453510953,824,-0.5383495145631365,-0.3494878243542586,2411,-0.4814599751140743
EURJPY,18,12,1,,1587,1.6839949590422245,1.1336693135467761,824,-1.0304611650485676,-0.7340309543585023,2411,0.7562836997096603
EURJPY,18,12,-1,,1587,-2.0839949590422218,-1.4029502416064528,824,0.6304611650485674,0.44909796347809144,2411,-1.1562836997096582
EURJPY,19,12,1,,1587,2.440516698172695,1.6220703445967495,824,-1.8589805825242118,-1.391496871373179,2411,0.9710908336790196
EURJPY,19,12,-1,,1587,-2.8405166981726926,-1.8879272175796296,824,1.4589805825242126,1.0920861331536897,2411,-1.371090833679018
EURJPY,20,12,1,,1587,2.809325771896642,1.933183369662182,823,-0.011907654921048436,-0.008783894582211998,2410,1.8458921161825508
EURJPY,20,12,-1,,1587,-3.20932577189664,-2.2084356581651328,823,-0.388092345078951,-0.28628325811752675,2410,-2.24589211618255
EURJPY,21,12,1,,1588,3.1188287153652317,2.1866304733856254,823,1.6269744835966078,1.2220493063202718,2411,2.609581086686021
EURJPY,21,12,-1,,1588,-3.5188287153652293,-2.467072994978806,823,-2.0269744835966073,-1.522496379987658,2411,-3.009581086686019
EURJPY,22,12,1,,1587,2.8357908002520653,2.129165250843398,822,0.7801703163017324,0.598879112911119,2409,2.1343711083437324
EURJPY,22,12,-1,,1587,-3.2357908002520626,-2.429492799780242,822,-1.1801703163017319,-0.9059295609466225,2409,-2.5343711083437306
EURJPY,23,12,1,,1588,2.901700251889196,2.304701675915007,822,-0.7625304136252613,-0.6210481886988791,2410,1.6519087136929786
EURJPY,23,12,-1,,1588,-3.301700251889193,-2.6224052946005663,822,0.36253041362526134,0.2952654119850902,2410,-2.051908713692977
EURJPY,0,24,1,,1587,1.3265910522999231,0.676403992637945,824,-0.2805825242718475,-0.14759254359816054,2411,0.7773123185400148
EURJPY,0,24,-1,,1587,-1.72659105229992,-0.8803565193688474,824,-0.11941747572815034,-0.06281620367672251,2411,-1.177312318540012
EURJPY,1,24,1,,1587,1.4419659735349732,0.7311561961048527,824,-0.6343446601941445,-0.328771226060253,2411,0.7323517212774896
EURJPY,1,24,-1,,1587,-1.8419659735349698,-0.9339782347726365,824,0.23434466019414582,0.12145728668878909,2411,-1.132351721277487
EURJPY,2,24,1,,1583,1.3190777005685224,0.6779998517182846,824,-0.5768203883495031,-0.3018384475831601,2407,0.6700457000415373
EURJPY,2,24,-1,,1583,-1.7190777005685196,-0.883598006072971,824,0.17682038834950414,0.09252653442639323,2407,-1.070045700041535
EURJPY,3,24,1,,1580,1.3337341772152096,0.6784580637181505,824,-0.41759708737864687,-0.2233229720731235,2404,0.7334442595673986
EURJPY,3,24,-1,,1580,-1.7337341772152057,-0.8819343111769181,824,0.01759708737864809,0.009410587314913075,2404,-1.1334442595673957
EURJPY,4,24,1,,1578,1.3845373891001407,0.6916624665802603,821,-0.6872107186357941,-0.3592525382922327,2399,0.6755314714464505
EURJPY,4,24,-1,,1578,-1.7845373891001375,-0.8914873241898594,821,0.28721071863579595,0.1501448928204649,2399,-1.075531471446448
EURJPY,5,24,1,,1520,1.5664473684210598,0.7659148055627487,821,-0.7717417783191303,-0.402044071383758,2341,0.7464331482272555
EURJPY,5,24,-1,,1520,-1.9664473684210568,-0.9614948987093869,821,0.3717417783191317,0.19366138034457805,2341,-1.146433148227253
EURJPY,6,24,1,,1531,1.8672109732201474,0.9046511758978476,809,1.3065512978986134,0.6935190811542968,2340,1.6733760683760786
EURJPY,6,24,-1,,1531,-2.2672109732201444,-1.0984484894039268,809,-1.7065512978986106,-0.9058395869835623,2340,-2.0733760683760756
EURJPY,7,24,1,,1579,1.4364787840405375,0.6723974423024571,821,1.285870889159594,0.706448123377178,2400,1.3849583333333482
EURJPY,7,24,-1,,1579,-1.8364787840405339,-0.8596323530502864,821,-1.685870889159593,-0.9262052169805302,2400,-1.7849583333333454
EURJPY,8,24,1,,1579,0.9580747308422795,0.45569751518801843,820,0.7528048780487618,0.418061064936094,2399,0.8879116298457457
EURJPY,8,24,-1,,1579,-1.358074730842276,-0.6459530351462136,820,-1.1528048780487603,-0.6401962168865908,2399,-1.287911629845743
EURJPY,9,24,1,,1580,1.1616455696202395,0.5556439775922253,820,0.5363414634146095,0.3005319901320867,2400,0.9479999999999826
EURJPY,9,24,-1,,1580,-1.5616455696202367,-0.7469739295581662,820,-0.9363414634146083,-0.5246668076930886,2400,-1.3479999999999803
EURJPY,10,24,1,,1579,1.236098796706808,0.5964439855413521,820,0.5885365853658494,0.32758207058703726,2399,1.014756148395184
EURJPY,10,24,-1,,1579,-1.636098796706805,-0.7894525014076835,820,-0.9885365853658474,-0.5502238425566777,2399,-1.4147561483951814
EURJPY,11,24,1,,1580,1.0473417721519167,0.5023484518397701,820,0.5220731707317477,0.2954140401883674,2400,0.8678750000000256
EURJPY,11,24,-1,,1580,-1.4473417721519137,-0.6942050034246907,820,-0.9220731707317463,-0.5217532253828937,2400,-1.2678750000000234
EURJPY,12,24,1,,1581,1.095192915876019,0.5271991617883643,820,0.5618292682926812,0.3141744499824787,2401,0.9130362349021176
EURJPY,12,24,-1,,1581,-1.4951929158760164,-0.7197494071911724,820,-0.9618292682926797,-0.5378541104866091,2401,-1.3130362349021156
EURJPY,13,24,1,,1583,1.087681617182562,0.5247559609039122,823,0.07982989064399569,0.0428859007311519,2406,0.7429343308395695
EURJPY,13,24,-1,,1583,-1.4876816171825584,-0.7177374189387332,823,-0.47982989064399356,-0.257772331791933,2406,-1.1429343308395665
EURJPY,14,24,1,,1583,1.1931775110549527,0.5802899071773838,823,0.08967193195624021,0.04910620531772478,2406,0.8157107231920099
EURJPY,14,24,-1,,1583,-1.5931775110549498,-0.7748258925780184,823,-0.48967193195623865,-0.2681544816130915,2406,-1.2157107231920075
EURJPY,15,24,1,,1585,1.444984227129354,0.7133387923941676,823,0.11980558930741407,0.06399231254952206,2408,0.9920681063123039
