pair,hour,hold,n,mean,t,n_tr,t_tr,n_te,t_te,win
USDJPY,1,2,2411,-0.1579766256212097,-0.47587842717465134,1586,-0.33231700169303596,825,-0.4339048891287531,48.40315221899626
USDJPY,2,2,2408,-0.23900090732563015,-0.7190340816022046,1583,-0.6771149927513168,825,-0.2470892097629565,47.840531561461795
USDJPY,3,2,2404,-0.27329072606627175,-0.8660738374589578,1579,-0.8570820022208824,825,-0.21219276899592293,47.79534109816972
USDJPY,4,2,2399,-0.6233896649613501,-2.242636907340494,1578,-2.6467677514213985,821,0.5538407979005244,48.145060441850774
USDJPY,5,2,2346,-0.43152316901090465,-1.6178134810329288,1524,-3.265242339123027,822,2.7203381627038272,49.10485933503836
USDJPY,6,2,2345,-1.0950522535843759,-4.056603919262294,1536,-4.2935072030022905,809,-1.0222550666121013,44.17910447761194
USDJPY,7,2,2401,-0.6007594526991648,-2.218089465317179,1580,-0.34403245682352923,821,-4.059761699477216,46.230737192836315
USDJPY,8,2,2401,-0.04290855723893134,-0.12894429103679056,1580,0.8941971950687227,821,-1.8763505694433973,48.47980008329863
USDJPY,9,2,2401,0.6564250537564817,1.7636097449178192,1580,1.0778997392496836,821,1.6746221476181242,51.47855060391504
USDJPY,10,2,2400,1.2390134891306146,3.34091554597087,1579,2.473363231849462,821,2.535623256611526,52.583333333333336
USDJPY,11,2,2401,0.714275949216696,2.0087039531293542,1580,2.2769171056442663,821,-0.470234547106696,51.31195335276968
USDJPY,12,2,2402,0.26104110500625255,0.8151351450036486,1581,1.0057775084763276,821,-0.3565712805460417,48.33472106577852
USDJPY,13,2,2407,0.132879781887854,0.45578079782577446,1583,0.05729255729972001,824,1.0060155196438987,48.3174075612796
USDJPY,14,2,2407,-0.5807471395911363,-1.9670225856623873,1583,-1.706734735018073,824,-1.0264177544420494,47.32031574574159
USDJPY,15,2,2409,-1.0094105457386124,-3.046767458662189,1585,-2.654982703678872,824,-1.5057690297259174,47.11498547114986
USDJPY,16,2,2411,-0.29260955801441724,-0.856683547702003,1587,-1.033727802725586,824,0.1327093266922454,47.781003732890916
USDJPY,17,2,2411,-0.03943660073526993,-0.12412381307554765,1587,0.07014471174695465,824,-0.40167232242847156,49.19120696806304
USDJPY,18,2,2411,-0.6328003502168174,-2.257453403986905,1587,-1.9134739830331384,824,-1.209015057661815,47.739527167150555
USDJPY,19,2,2411,-0.825458998080763,-2.949193073190619,1587,-2.5756252456725925,824,-1.439953940183152,46.37080049771879
USDJPY,20,2,2411,-0.6675577123072307,-1.7484840480877737,1587,-1.5099586220693186,824,-0.8834802514595104,46.82704272086271
USDJPY,21,2,2411,-0.07788537717658463,-0.1723712881816797,1587,0.19382980567172306,824,-0.7489027367086742,48.527581916217336
USDJPY,22,2,2409,0.4089788274452929,0.9129478568905083,1586,1.3683697182600498,823,-0.5087320643159384,49.77168949771689
USDJPY,23,2,2410,-0.03503146245997391,-0.08322562229144387,1587,0.272188512994311,823,-0.6211474201992813,48.42323651452282
USDJPY,0,3,2411,-0.2983709940104112,-0.693452927558349,1586,-0.4886137617614926,825,-0.602511797210529,47.53214433844878
USDJPY,1,3,2411,-0.23959870035632316,-0.5833563665618811,1586,-0.4944291400284547,825,-0.31890842521133267,47.90543343011199
USDJPY,2,3,2408,-0.2684473742774881,-0.6768602022472369,1583,-0.7519465294364709,825,0.03325343787526005,48.9202657807309
USDJPY,3,3,2404,-0.6665084684671249,-1.901957075360589,1579,-2.250238175340912,825,0.35024167029031855,47.67054908485857
USDJPY,4,3,2399,-0.6829377696387846,-2.0073352706395067,1578,-3.380904566726629,821,2.8428014620558644,48.645268862025844
USDJPY,5,3,2345,-0.6249664400780521,-1.8806356197601066,1524,-3.2111181729781566,821,1.3760285132241121,46.60980810234542
USDJPY,6,3,2345,-1.1451796596942676,-3.6613902295179854,1536,-3.109046285598166,809,-1.9341291732855714,44.776119402985074
USDJPY,7,3,2401,-0.48751985376759377,-1.3242865939142852,1580,0.42242472500278594,821,-3.517694860861775,46.647230320699705
USDJPY,8,3,2401,0.6826592382773551,1.6088142588348302,1580,1.3602708561795376,821,0.8646339813595321,50.020824656393174
USDJPY,9,3,2401,1.3638337488979435,3.0673079497181517,1580,2.6615550993385457,821,1.5300178066811623,50.437317784256564
USDJPY,10,3,2400,1.4365619003625951,3.1594958915477007,1579,2.441350958691358,821,2.3009273049472614,53.208333333333336
USDJPY,11,3,2401,0.9714555731378085,2.357522329648765,1580,2.5798939868247315,821,-0.18683107044094158,50.2707205331112
USDJPY,12,3,2402,0.33650337274672204,0.8899014128644546,1581,0.6331271747460426,821,0.8053908384290813,49.83347210657785
USDJPY,13,3,2407,-0.33512154029659563,-0.9099627194803439,1583,-0.727426469860107,824,-0.6293035833622206,47.15413377648525
USDJPY,14,3,2407,-0.9286404434955663,-2.431710773156862,1583,-2.488436008220481,824,-0.38815045490882594,48.69131699210635
USDJPY,15,3,2409,-0.7641365741081372,-1.916508667167993,1585,-1.6175506808871356,824,-1.0540639981348097,47.6961394769614
USDJPY,16,3,2411,-0.3793332503356008,-0.9376727207077301,1587,-1.043984904850481,824,-0.018208578080987064,48.44462878473663
USDJPY,17,3,2411,-0.3941818608706278,-1.0829279303346482,1587,-0.839578907644099,824,-0.7280563283857115,46.41227706345914
USDJPY,18,3,2411,-0.907952080696438,-2.5632607292509944,1587,-2.2341776961225372,824,-1.2570383863520034,47.49066777270842
USDJPY,19,3,2411,-1.0220126364824056,-2.4547577201364987,1587,-2.181159400066246,824,-1.1264986011123748,46.20489423475736
USDJPY,20,3,2411,-0.3538666389710124,-0.6949165540439315,1587,-0.32061716874541796,824,-0.8848708486872666,48.900871007880546
USDJPY,21,3,2411,0.21718271814224727,0.3906001170265041,1587,0.765901479154401,824,-0.5528383203919282,49.19120696806304
USDJPY,22,3,2409,0.2730157712633823,0.513014977888152,1586,0.9895626325859981,823,-0.6439415489622541,49.066002490660026
USDJPY,23,3,2410,-0.020700720660909628,-0.0428956533281931,1587,0.3376502809157306,823,-0.7055506744747654,49.1701244813278
USDJPY,0,4,2411,-0.3799930687455242,-0.7646865679852467,1586,-0.6099992969948516,825,-0.4974913582229576,47.241808378266285
USDJPY,1,4,2411,-0.27646756065759925,-0.599423321657634,1586,-0.6185760939144841,825,-0.089042744776637,48.900871007880546
USDJPY,2,4,2408,-0.667121415980169,-1.5936587742934547,1583,-1.9556709588109862,825,0.5097772635984282,47.674418604651166
USDJPY,3,4,2404,-0.7362237150277191,-1.879869842084238,1579,-3.066164545606189,825,2.3530742468587187,47.96173044925125
USDJPY,4,4,2398,-0.7958765524587844,-2.026278757358386,1578,-3.212371492848831,820,1.4709018693830016,46.205170975813175
USDJPY,5,4,2345,-0.720637556209264,-1.964722898424876,1524,-2.558358240414884,821,0.5142674362282291,45.88486140724947
USDJPY,6,4,2345,-1.0436226308361107,-2.6467919633668715,1536,-1.9169670608286733,809,-1.960563134411313,46.140724946695094
USDJPY,7,4,2401,0.23804794174869306,0.5222019931532005,1580,0.9644044626651932,821,-0.6374356774674571,48.52144939608497
USDJPY,8,4,2401,1.3900679334188173,2.790101518069796,1580,2.7084258151869802,821,0.8219018651866445,51.228654727197
USDJPY,9,4,2401,1.5631624773588568,3.039795122144135,1580,2.6790450290332393,821,1.4463115174634429,52.103290295710124
USDJPY,10,4,2400,1.6919853115945511,3.4075165892242545,1579,2.717589941738516,821,2.337062801590998,53.083333333333336
USDJPY,11,4,2401,1.0493765548265672,2.331337426012306,1580,2.201807670770516,821,0.7729258638053458,51.85339441899208
USDJPY,12,4,2402,-0.13445400980426184,-0.3006441732226248,1581,-0.09776668166153639,821,-0.5895663872868248,48.667776852622815
USDJPY,13,4,2407,-0.683014844201025,-1.5500090377901772,1583,-1.5962445615868048,824,-0.1966695161659025,47.90195263813876
USDJPY,14,4,2407,-0.6834718446164556,-1.5265860740030295,1583,-1.6251437400595081,824,-0.13293615566433992,47.569588699626095
USDJPY,15,4,2409,-0.8500373637894026,-1.86309743049621,1585,-1.5616530644616682,824,-1.0485843228691425,47.11498547114986
USDJPY,16,4,2411,-0.7340785104709583,-1.657963541292703,1587,-1.693821245229615,824,-0.33500074357588655,47.9883865615927
USDJPY,17,4,2411,-0.6693335913502484,-1.5649690816459914,1587,-1.3035321847124899,824,-0.8837463181297178,47.407714641227706
USDJPY,18,4,2411,-1.1045057190980805,-2.38345358170012,1587,-2.10850044094197,824,-1.1116076210427868,47.65657403566985
USDJPY,19,4,2411,-0.708321563146187,-1.3245785495222615,1587,-0.920549244131575,824,-1.098140787361555,48.48610535047698
USDJPY,20,4,2411,-0.05879854365217974,-0.09811813052212959,1587,0.28348397289493854,824,-0.6907411621365526,49.025300705101614
USDJPY,21,4,2411,0.08056271723539389,0.12938965631733312,1587,0.5487041576976693,824,-0.6728362320915731,48.73496474491912
USDJPY,22,4,2409,0.2911830596228039,0.5027082945282305,1586,0.9856919172458604,823,-0.707894255573948,48.94146948941469
USDJPY,23,4,2410,-0.004710227824502851,-0.008883918857296393,1587,0.27242281121563944,823,-0.5379293410228807,47.84232365145228
USDJPY,0,6,2411,-0.8155308723012021,-1.4826755766933861,1586,-1.652027297929261,825,0.05131118397233424,46.61965989216093
USDJPY,1,6,2411,-0.7458917184231493,-1.474145297157337,1586,-2.394330634373449,825,1.9598002342819305,49.19120696806304
USDJPY,2,6,2407,-0.8493456979591844,-1.72495911495454,1583,-2.6492833185823166,824,1.4699431426902094,47.77731616119651
USDJPY,3,6,2403,-0.8587204564533221,-1.8520936784032471,1579,-2.40005376076689,824,0.6214628798324372,46.06741573033708
USDJPY,4,6,2398,-0.7850575309400472,-1.6404775990615224,1578,-1.911614775774415,820,0.11217280939180277,47.372810675562974
USDJPY,5,6,2345,0.11181552069677053,0.21669566002881374,1524,-0.9696804550559338,821,2.040364667458054,47.97441364605544
USDJPY,6,6,2345,0.36593065928951973,0.6563836201916183,1536,0.5613954292682313,809,0.3408244706773138,48.52878464818763
USDJPY,7,6,2401,1.1447853653510673,1.918974904623952,1580,2.3888690847181957,821,-0.5148347273869909,50.18742190753852
USDJPY,8,6,2401,1.844910313289389,3.075670170012131,1580,2.9831422527529896,821,0.8664003004063986,51.728446480633075
USDJPY,9,6,2401,1.8969303049595647,3.287307355781714,1580,2.677436226319032,821,2.0319358161183323,52.14493960849646
USDJPY,10,6,2400,1.297165467391863,2.254515097027734,1579,1.7031275565994282,821,1.7707841805789268,51.416666666666664
USDJPY,11,6,2401,0.23362334952431257,0.4301093663083624,1580,0.5037200036403339,821,-0.10351836384015715,49.89587671803415
USDJPY,12,6,2402,-0.2533046616672631,-0.44922261550147385,1581,-0.4584298294908695,821,-0.06951481011721533,49.45878434637802
USDJPY,13,6,2407,-0.5234213107552212,-0.9541026354631224,1583,-1.008314454478194,824,-0.09752523690805297,49.60531782301621
USDJPY,14,6,2407,-1.1221334004934438,-2.1382457640635,1583,-2.144500403664616,824,-0.4904429345475098,47.029497299542996
USDJPY,15,6,2409,-1.4787920357214537,-2.7257439712548037,1585,-2.375614075118639,824,-1.343700481326755,46.782897467828974
USDJPY,16,6,2411,-1.205783879352222,-2.089304934562529,1587,-2.07198021630998,824,-0.5668949831969976,47.407714641227706
USDJPY,17,6,2411,-0.5521961564156732,-0.9021144229146904,1587,-0.5393192386244778,824,-0.8908660478479038,48.73496474491912
USDJPY,18,6,2411,-0.4957465504430304,-0.7531738132722166,1587,-0.3509520298624326,824,-0.9060460460466083,48.77644131065948
USDJPY,19,6,2411,-0.5498734687342094,-0.8060526030988359,1587,-0.3749392876843838,824,-0.9491880151810623,48.900871007880546
USDJPY,20,6,2411,-0.17438611908676369,-0.24888455472554036,1587,0.19560991645576,824,-0.8242803967175779,49.56449605972625
USDJPY,21,6,2411,0.088119065483954,0.1240973196313797,1587,0.5192287997479496,824,-0.6874583888784682,48.94234757362091
USDJPY,22,6,2409,0.2492278895587458,0.36871921489035625,1586,0.6655319818618107,823,-0.45329427917042864,48.567870485678704
USDJPY,23,6,2410,-0.12326866123883211,-0.19744926570705784,1587,-0.04995081663013669,823,-0.33476072493575787,48.46473029045643
USDJPY,0,8,2410,-1.0134038581386366,-1.691680874818914,1586,-2.2887343539850997,824,0.8780837172738258,47.13692946058091
USDJPY,1,8,2410,-0.9008727378066905,-1.5926371167183049,1586,-2.0242580437786666,824,0.5942971464897556,47.63485477178423
USDJPY,2,8,2407,-0.8269769256267773,-1.438671576616144,1583,-1.7107861904177495,824,0.24673070802143116,47.07104279185708
USDJPY,3,8,2403,-0.05186864023156352,-0.08820691059652509,1579,-1.192026308314633,824,1.996321543718157,48.10653349979192
USDJPY,4,8,2398,0.6505738341983444,1.0755271919029505,1578,0.21772908933446247,820,1.860365055974202,49.62468723936614
USDJPY,5,8,2345,1.036891198882127,1.6126918868655329,1524,0.9071091432061301,821,1.7447240474073666,49.637526652452024
USDJPY,6,8,2345,0.7787675315046979,1.197043229933258,1536,1.1314549014721487,809,0.4151220155972081,48.57142857142857
USDJPY,7,8,2401,1.4785531929517743,2.275044120888461,1580,2.4598862716732803,821,0.1623791973956885,49.93752603082049
USDJPY,8,8,2401,1.4513561917022764,2.164116033571471,1580,2.1024067597356595,821,0.5935263731034169,50.85381091211995
USDJPY,9,8,2401,1.078344946387838,1.62462506826825,1580,1.2075930563752062,821,1.2678566095299852,50.22907122032486
USDJPY,10,8,2400,1.182970623189144,1.7937574268545025,1579,1.1779999234022631,821,1.7812335746403503,51.041666666666664
USDJPY,11,8,2401,0.381343696908428,0.5915691242219928,1580,0.6855923911931523,821,-0.09101447784278614,50.437317784256564
USDJPY,12,8,2402,-0.6866848722313352,-1.0880812171811507,1581,-1.024912124172778,821,-0.3758763581454001,48.45961698584513
USDJPY,13,8,2407,-1.1518211300306291,-1.8494984061668138,1583,-1.80849964316077,824,-0.5103590493837151,48.23431657665143
USDJPY,14,8,2407,-1.586594707097482,-2.440634266319899,1583,-2.3953028732995527,824,-0.682230824574848,47.15413377648525
USDJPY,15,8,2409,-1.352254055100589,-1.9150002663012937,1585,-1.4989824283628528,824,-1.2675811517036175,48.484848484848484
USDJPY,16,8,2411,-0.5970247106971739,-0.7999053112552037,1587,-0.6078260165811717,824,-0.5468799834141802,49.025300705101614
USDJPY,17,8,2411,-0.39374806200369705,-0.522067082314611,1587,-0.11261688844580785,824,-0.833257644120496,49.813355454168395
USDJPY,18,8,2411,-0.6113341258776162,-0.8115329215377455,1587,-0.353530900451619,824,-1.0032521985578218,48.61053504769805
USDJPY,19,8,2411,-0.5423171204856508,-0.7136740864550988,1587,-0.28796873507605364,824,-0.947078281428881,49.025300705101614
USDJPY,20,8,2411,-0.24911927726707364,-0.31727652967869097,1587,0.025310934635321757,824,-0.7023893956574532,48.900871007880546
USDJPY,21,8,2411,-0.011748891535016986,-0.015073690928096017,1587,0.2409485302594607,824,-0.4810361572788449,48.693488179178765
USDJPY,22,8,2409,-0.1757907923359563,-0.24920213464691707,1586,-0.24251452885024932,823,-0.07335998248848652,48.111249481112495
USDJPY,23,8,2410,-0.5895864307527499,-0.9087098724121759,1587,-1.4990309644300521,823,1.0541579923453785,48.63070539419087
USDJPY,0,12,2410,0.44557886009494657,0.5792510716687447,1586,-0.05256568149224234,824,1.4727824781556529,48.04979253112033
USDJPY,1,12,2410,0.8601846692235842,1.1180957956066269,1586,0.4506080394640684,824,1.6658157227998007,49.25311203319502
USDJPY,2,12,2407,1.0960738720500363,1.4423815249759615,1583,0.6887813286053021,824,1.9352878997091416,49.771499792272536
USDJPY,3,12,2403,1.089467118720491,1.4679051806223202,1579,0.5924249815868919,824,2.118787004384359,49.6046608406159
USDJPY,4,12,2398,0.6149141291123601,0.818542858532714,1578,0.19449851020695608,820,1.456902655000888,50.08340283569641
USDJPY,5,12,2345,0.5126715531206276,0.6760814740354274,1524,-0.08403530229984654,821,1.6888198040245601,49.850746268656714
USDJPY,6,12,2345,0.34320460216112864,0.4405394425577602,1536,0.29988052555869105,809,0.3907265313500078,48.31556503198294
USDJPY,7,12,2401,0.8081879735176029,1.0142519501063645,1580,1.2650394513612961,821,-0.312529151827967,49.5210329029571
USDJPY,8,12,2401,0.9033983025471667,1.1173633402345935,1580,1.0210735548851535,821,0.4536364694780711,49.93752603082049
USDJPY,9,12,2401,0.6071050913851633,0.7424589526991019,1580,0.5032960379746342,821,0.6746185263604397,49.27113702623907
USDJPY,10,12,2400,0.29428926811706596,0.35656694252948107,1579,-0.010484589572046113,821,0.8481826944254652,50.0
USDJPY,11,12,2401,-0.12209107687807542,-0.14228341327563207,1580,0.12906711964522471,821,-0.6009406407491207,49.68763015410246
USDJPY,12,12,2402,-0.5206809303286499,-0.5848023692565224,1581,-0.37033721268092473,821,-0.5600858070846698,48.8759367194005
USDJPY,13,12,2407,-0.8729331906836562,-0.9768743263742342,1583,-0.75167864446582,824,-0.6594241609407608,48.56668051516411
USDJPY,14,12,2407,-1.1029290361343866,-1.2358261759131082,1583,-0.9827035728469763,824,-0.774417483241172,48.525135022850016
USDJPY,15,12,2409,-1.20121213287918,-1.3276164184280683,1585,-0.895168465056018,824,-1.1239414239148842,48.06973848069738
USDJPY,16,12,2411,-0.7873454443120629,-0.8670578453562315,1587,-0.6629494869943195,824,-0.5873897189729791,48.94234757362091
USDJPY,17,12,2411,-0.4860596707741036,-0.5439243380632982,1587,-0.2592117801142316,824,-0.6455037309779985,49.2326835338034
USDJPY,18,12,2411,-1.112770579110903,-1.2947177145272628,1587,-1.1585948551749068,824,-0.5783694496899605,48.527581916217336
USDJPY,19,12,2411,-1.101903718886925,-1.2968715807568674,1587,-1.5781249178887988,824,0.2471512882506431,49.2326835338034
USDJPY,20,12,2410,-0.892595413763964,-1.0457241780661528,1587,-1.2288380412394437,823,0.11070791816216281,47.84232365145228
USDJPY,21,12,2410,-0.6543381523531803,-0.7700874926153443,1587,-0.7898226115503116,823,-0.1403372862623799,47.84232365145228
USDJPY,22,12,2408,-0.35182105857172746,-0.42965413858561324,1586,-0.36562925567766663,822,-0.2286775767212055,48.08970099667774
USDJPY,23,12,2409,0.030792848440864995,0.03882395586747792,1587,-0.576134220437593,822,1.220964617572482,48.318804483188046
EURJPY,0,1,2412,-0.22360690546859727,-0.6534005385213041,1587,-1.3494961684862756,825,1.1437021825492495,48.134328358208954
EURJPY,1,1,2412,-0.9095107197306193,-3.170124438533546,1587,-2.9213768955769157,825,-1.2413821437968124,48.134328358208954
EURJPY,2,1,2408,-0.28749648305135606,-1.0767419213503915,1583,-0.48845598406013097,825,-1.5360331428507141,47.00996677740864
EURJPY,3,1,2405,-0.4090042775824089,-1.6613058434387815,1580,-2.087205112262126,825,0.3311183926771419,47.44282744282744
EURJPY,4,1,2400,-0.7163312006593329,-2.9954793373880126,1578,-2.247215147333514,822,-2.3097932640016934,46.208333333333336
EURJPY,5,1,2342,0.007560131535398231,0.03671995635590824,1520,-1.027551931903675,822,2.222688727787093,50.128095644748086
EURJPY,6,1,2341,-0.7658189195828632,-3.5569146575307795,1531,-2.9864962006057634,810,-2.053688539454578,46.51858180264844
EURJPY,7,1,2400,-1.635872867325976,-6.161642113215802,1579,-2.9938759947498985,821,-6.3029935072764465,39.5
EURJPY,8,1,2400,-0.269497867325959,-1.0588031346601154,1579,0.796838049110755,821,-4.370818050536654,47.708333333333336
EURJPY,9,1,2401,0.10428697926571515,0.34101396637617876,1580,-0.23192219196131558,821,1.094010495353656,48.52144939608497
EURJPY,10,1,2400,-0.029247867326027452,-0.10414277601926382,1579,-0.5489013589573581,821,0.7521096849013919,48.541666666666664
EURJPY,11,1,2401,0.12423700009037068,0.360636321558876,1580,0.8179299997946475,821,-1.3591542406718642,48.81299458558934
EURJPY,12,1,2402,0.030258516243271097,0.1116640659569683,1581,-0.040774336440432095,821,0.42019141596132914,48.8759367194005
EURJPY,13,1,2407,0.37159142086124297,1.5750662336510313,1583,1.5839192862351503,824,0.30004317926516194,49.8545907769007
EURJPY,14,1,2407,-0.49317800165638054,-1.9788989338295175,1583,-2.1462024372993724,824,0.007154742097664716,47.029497299542996
EURJPY,15,1,2409,-0.2513921180524654,-0.7930641736372158,1585,-0.5054990417745592,824,-0.9001339468463142,49.522623495226235
EURJPY,16,1,2411,-0.5109613333843334,-1.3025073977680286,1587,-1.3870213556952113,824,-0.08697375501417033,48.94234757362091
EURJPY,17,1,2411,0.4317595293282327,1.1492492911906718,1587,1.9234710608547385,824,-1.248090112897763,49.56449605972625
EURJPY,18,1,2411,0.4146711842432563,1.2873501100501759,1587,0.9913292018707852,824,0.8903176941402403,50.68436333471589
EURJPY,19,1,2411,-0.09424627739101342,-0.324849119311245,1587,-0.21760765538958546,824,-0.2900220748639531,50.43550394027374
EURJPY,20,1,2411,0.5008180112859175,1.5740095552383973,1587,1.1624042453056516,824,1.2307641773343894,51.14060555785981
EURJPY,21,1,2412,-0.48210607628122326,-1.260865804928799,1588,-0.8531362461621851,824,-1.144769138251763,48.67330016583748
EURJPY,22,1,2410,-0.3541973832319378,-0.8678531841085383,1587,-0.0048068090853101006,823,-1.8379821463116777,50.12448132780083
EURJPY,23,1,2411,0.6319669121569392,1.5637561584505881,1588,1.1067571590496406,823,1.1973940640936576,50.68436333471589
EURJPY,0,2,2412,-0.9343199469239146,-2.1072788897143893,1587,-2.6220585503673393,825,0.48316599012033146,48.79767827529022
EURJPY,1,2,2412,-1.034444325033409,-2.7224220050903556,1587,-2.283323121964139,825,-1.532116204039039,47.09784411276949
EURJPY,2,2,2408,-0.5218368199233071,-1.4713529548685391,1583,-1.4800864016298168,825,-0.3415738456972679,47.21760797342193
EURJPY,3,2,2405,-0.9489441061003556,-2.8045472647774603,1580,-2.776248821191344,825,-0.7450625689194963,46.73596673596674
EURJPY,4,2,2400,-0.720912401318639,-2.3041506462240062,1578,-2.6404026781731327,822,0.3140015566255903,48.083333333333336
EURJPY,5,2,2342,0.4383482733184355,1.1196409241156142,1520,-0.7939110611690997,822,5.226124289727416,53.45858240819812
EURJPY,6,2,2340,-1.680487187643413,-4.8558451543581915,1531,-3.3009677555086694,809,-3.7906541785513257,42.26495726495727
EURJPY,7,2,2400,-1.7064957346519514,-4.975475328298014,1579,-1.0611243077189498,821,-8.369087106027974,41.375
EURJPY,8,2,2400,0.01846259868137016,0.04675001544988307,1579,0.6900836777029493,821,-1.2403809836995545,48.20833333333333
EURJPY,9,2,2401,0.264425686977887,0.6294614257747143,1580,-0.20185102414372016,821,1.6872110023169413,49.06289046230737
EURJPY,10,2,2400,0.27921259868134385,0.609150686119446,1579,0.59413365159623,821,0.15411034945676025,48.625
EURJPY,11,2,2401,0.35605417510785226,0.7682139060402801,1580,0.8798786839434696,821,-0.22502329079508582,48.0216576426489
EURJPY,12,2,2402,0.5997759833608038,1.6877167219727707,1581,1.4131083762713579,821,1.0204478107809987,50.12489592006661
EURJPY,13,2,2407,0.07002122975741083,0.20160619253807996,1583,-0.08839102054197044,824,0.7589145338241783,48.69131699210635
EURJPY,14,2,2407,-0.5263643124112823,-1.3338934839791572,1583,-1.3517597503683936,824,-0.19868042822940848,48.151225592023266
EURJPY,15,2,2409,-0.5647601597246313,-1.1308067842801417,1585,-1.1359672606423497,824,-0.2163746401101578,48.94146948941469
EURJPY,16,2,2411,0.11785335977633628,0.2150920398894513,1587,0.5512314062073101,824,-0.6722589361710862,48.278722521775194
EURJPY,17,2,2411,1.0503295107510804,2.085539127398369,1587,2.3672334475994457,824,-0.05672887221119088,49.85483201990875
EURJPY,18,2,2411,0.5264390088845963,1.2015257036144629,1587,0.9294502416438015,824,0.8280652264366165,50.7673164661966
EURJPY,19,2,2411,0.5971150769061138,1.42261716300742,1587,1.071534998137269,824,1.0310628485407525,50.974699294898386
EURJPY,20,2,2411,0.20441495247647365,0.4159411944600532,1587,0.37152712787749004,824,0.18691119729462688,50.7673164661966
EURJPY,21,2,2412,-0.6435239270234414,-1.1125991281138925,1588,-0.3242071849135561,824,-1.8449236500593071,48.0514096185738
EURJPY,22,2,2410,0.4567089679759497,0.7977516625685581,1587,0.9908388942473101,823,-0.12334559560798004,49.95850622406639
EURJPY,23,2,2411,0.6124614062301008,1.1554706646729929,1588,0.26126845813395866,823,1.9267567421851912,50.06221484861053
EURJPY,0,3,2412,-1.059253552226705,-2.0489860124812136,1587,-2.284076685653391,825,0.0010898571849042578,47.38805970149254
EURJPY,1,3,2412,-1.2580926898718405,-2.801166955466528,1587,-2.8173062876696,825,-0.6670024080980418,47.885572139303484
EURJPY,2,3,2408,-1.0476638677587047,-2.3875828142959445,1583,-2.1187900656844882,825,-1.1019298746784487,45.722591362126245
EURJPY,3,3,2405,-0.9474702132045685,-2.4208356501558113,1580,-3.108688206950624,825,0.8153035729619623,47.77546777546778
EURJPY,4,3,2400,-0.284451935311299,-0.642760372513943,1578,-1.9961333551986835,822,3.8455848554761167,51.87500000000001
EURJPY,5,3,2341,-0.40437687835553277,-0.9095984399290346,1520,-1.474770031935816,821,0.8066757737987408,46.51858180264844
EURJPY,6,3,2340,-1.8545342002685392,-4.784637999486244,1531,-2.1590301626568094,809,-6.067950093187731,42.0940170940171
EURJPY,7,3,2400,-1.4185352686446224,-3.1758809052158004,1579,-0.6565916913245065,821,-5.566055564122608,43.833333333333336
EURJPY,8,3,2400,0.18333973135536324,0.3764244593059002,1579,0.5375652064832156,821,-0.23304372810863613,49.041666666666664
EURJPY,9,3,2401,0.5731691427117613,1.0300717650848246,1580,0.6133707813546577,821,1.169248773787976,48.97959183673469
EURJPY,10,3,2400,0.5107147313553565,0.9194203850122716,1579,0.7178735224416513,821,0.6986029660735091,49.416666666666664
EURJPY,11,3,2401,0.9202745154731059,1.8050707202745864,1580,1.7850888828826916,821,0.3594127750627787,49.56268221574344
EURJPY,12,3,2402,0.30963483265987723,0.7263683249097973,1581,0.2362511772905691,821,1.3897801030449886,49.875104079933394
EURJPY,13,3,2407,0.03683491900250881,0.08007074294293887,1583,-0.0767645017738568,824,0.4316764020185883,49.48068134607395
EURJPY,14,3,2407,-0.8413536975325662,-1.5048341335558462,1583,-1.6811114425641782,824,0.15357085305386484,48.69131699210635
EURJPY,15,3,2409,0.05167669690122515,0.08263562264243718,1585,0.4135485787513722,824,-0.715980864059977,49.39809049398091
EURJPY,16,3,2411,0.7364233411991826,1.1606665468598256,1587,1.2147167023588739,824,0.15627408107205232,50.725839900456236
EURJPY,17,3,2411,1.1620973353924198,1.9830519992158469,1587,2.1878594513742606,824,0.07199780288654492,50.43550394027374
EURJPY,18,3,2411,1.2178003631817231,2.27085080008862,1587,1.7176408274432642,824,1.6337603853497527,52.50933222729158
EURJPY,19,3,2411,0.3007120180966691,0.5272615670677523,1587,0.4505015765565531,824,0.27769252833956304,51.05765242637909
EURJPY,20,3,2411,0.04513342000464766,0.06907945691902909,1587,0.49911531012055954,824,-0.8685170150222551,49.19120696806304
EURJPY,21,3,2412,0.15815938309666097,0.2277299747579411,1588,0.5129839479819497,824,-0.46554217888420174,49.792703150912104
EURJPY,22,3,2410,0.4442958171091657,0.6571799754161964,1587,0.40650557183731373,823,0.6267508966552107,50.954356846473026
EURJPY,23,3,2411,-0.09708972391903578,-0.16295786886521094,1588,-0.9731307367934963,823,1.452864602876234,50.352550808793026
EURJPY,0,4,2412,-1.2829019170651363,-2.273694782334585,1587,-2.7876975143522973,825,0.43552935554666117,47.38805970149254
EURJPY,1,4,2412,-1.8053728955062838,-3.4965917176440677,1587,-3.289098094963143,825,-1.2523746496968975,46.434494195688224
EURJPY,2,4,2408,-1.0572533740658525,-2.231553856313203,1583,-2.5846605332848887,825,0.2240517866197544,47.71594684385382
EURJPY,3,4,2405,-0.5157260500385323,-1.051794928251855,1580,-2.557372580386981,825,3.6181598311979193,50.1039501039501
